ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,obra_ctx_sector,obra_ctx_nivel_gobierno,obra_ctx_objeto_proceso,obra_ctx_metodo_contratacion,obra_ctx_departamento,obra_monto_contractual_sum,obra_n_contratos_ganados,obra_n_participantes_mean,obra_n_participantes_max,obra_ratio_contractual_referencial,obra_sobre_referencial,obra_ratio_oferta_contrato,obra_n_convocatorias_comite,obra_n_procesos_comite,obra_ratio_repeticion_comite,obra_comite_no_estandar,obra_n_contratos,obra_n_procesos,obra_n_contratos_postor_unico,obra_n_contratos_total_part,obra_pct_postor_unico,obra_ratio_participacion,obra_ratio_contrato_participacion,obra_rango_ofertas,obra_cv_ofertas,obra_n_contratos_montos_identicos,obra_n_contratos_con_montos,obra_pct_montos_identicos,obra_ratio_ganador_media,obra_n_postores_igual_ganador,obra_pct_postores_igual_ganador,obra_planificado_mean,obra_real_mean,obra_planificado_max,obra_real_max,obra_brecha_mean,obra_brecha_min,obra_brecha_std,obra_n_registros_ejec,obra_n_anhos,obra_n_meses,obra_desviacion_real_plan,obra_ratio_real_plan,obra_planificado_cero,obra_real_cero,obra_sin_ejecucion,obra_sobreavance,obra_n_alertas_total,obra_n_filas_con_alerta,obra_pct_filas_con_alerta,obra_tiene_ejecutora,obra_tiene_supervisora,obra_paralizada,obra_inactiva,obra_en_ejecucion,obra_finalizada,prob_Bajo Riesgo,prob_Med/Alt Riesgosa,prob_Extrem. Riesgosa,clase_predicha,clase_predicha_label,origen,y_real
SUPERVISIÓN,15.37264010153497,0.0,0.9859498180211654,0.0,TRANSPORTE,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada,MULTIDEPARTAMENTAL,65685017.38103774,1.0,179.04485598896778,341.5957953598717,0.9249313039693947,0.0,0.32082167567301545,0.9872205537137145,1.0,1.0,0.02095223777722734,1.0,1.0,0.0794944366061703,1.0,0.038964269705837294,2.8528627667659436,0.13357063640831113,943180.1813203772,0.02040856955855394,1.0,1.0,0.9881360983009264,1.0076004734526074,10.155406091666045,2.146584478528123,0.0,0.020710487036778323,0.0,0.0,0.005018517482817882,0.004937373827912254,0.0016653606524236453,1.2954639833175905,0.012731026341018267,0.08826741420025962,0.007350710759513146,0.0,0.9888706217685018,1.0,1.0,0.0,0.0,0.0,0.0,0.06412799376049197,0.9985544632343316,0.01173871230078449,0.0,0.9742758438697008,0.0,0.0633,0.12,0.8167,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,14.412351493495544,0.0,0.015039506204515638,0.0,OTROS,GOBIERNO LOCAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,1040536.7434647701,1.0,270.8195797704489,268.0125197047733,0.8872811991137858,0.040130888077226125,0.42655513149851754,0.9558254368728294,1.0,0.9973280794543371,0.0,1.0,1.0,0.029777172755835826,1.0,0.0,2.019467266603758,0.03235623636725034,1069970.115984632,0.06739949992835645,0.0,1.0,0.03878058090152025,0.9832129487664696,116.12544143559789,1.5018114775141402,0.0,0.0,0.012003088379410025,0.05877841352505395,0.008145737293008144,-0.00886905859814764,0.0,1.3351608627418967,0.0,0.45504554425920135,0.022900748659513963,0.0020633268432130474,1.0,1.0,1.0,0.0,2.256914386438273,0.9021816496839599,0.9387453403682988,0.995059787824579,0.9827705810723557,0.010094413690606645,1.0,1.0,1.0,0.05,0.66,0.29,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,11.10273586495195,0.010620046778932803,0.006187310518477843,0.011406988517383806,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,66923547.68870201,1.0,149.19490701468945,133.9669779947274,0.9238585808657681,0.0,0.8186723785123962,1.0,0.911868251856902,0.9555081920719487,0.0,1.0,1.0,0.04520695835972325,1.0,0.0,1.0,0.07674504177902593,0.0,0.046045484420208206,0.00981275068323498,1.0,0.0,0.8949309064858557,13.457321710990445,0.8207951681383233,1.0,0.5411882091000203,0.9497973436205216,0.6633891443855677,-0.4544973051632687,-0.5681186349316719,0.07865214884186399,6.824107712058918,0.9536389752846306,7.057671849115737,-0.4570110693391111,0.5220872983201427,0.0489763344644847,0.0,0.0,0.0,0.35623455991023284,0.0,0.04042047961676834,1.0,0.9261805512657039,0.011632102812562307,0.0,1.0,0.0,0.05,0.18,0.77,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,292.47385554097224,0.0,0.9873390982242353,0.0,TRABAJO,GOBIERNO NACIONAL,Obra,Regímen Especial,MULTIDEPARTAMENTAL,29891766.815712374,1.0,244.50767988939413,243.6394364884278,1.0138342293111127,0.010086264004879985,0.8942864024141582,0.9431344623681193,0.9659145313597584,0.9383628969045779,1.0,1.0,1.0,0.9850559277185771,1.0,0.9548163876733144,1.0,1.0,2366513.8865111265,0.0,1.0,1.0,1.0,0.9806608180629125,0.0,0.2501731623473537,0.0,0.0,0.02960467552260282,0.0,-0.010250217612012148,-0.02633082785321558,0.0067718034672858175,1.0988734210171751,0.02422908267842149,0.32436727763428935,-0.0006305516291358965,0.0,1.0,1.0,1.0,0.005754662540173546,0.8166116306929989,1.013303553686531,0.8862347400571049,0.975506658665623,0.998138458233664,0.0,0.0,1.0,1.0,0.1567,0.36,0.4833,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,9.593167090636767,0.0,0.9237722424501575,0.0,OTROS,GOBIERNO REGIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,14378438.185698142,1.0,156.3610897033155,166.1567002370604,1.7028841726080357,0.9810824752527895,0.11382846641554228,0.9624170295720171,1.0,1.0,0.027215539984770828,1.0,1.0,0.0,1.0,0.0,1.9955701620135275,0.060900846091480616,7518521.449929696,0.6998684479749798,0.035470363457339484,1.0,0.0,1.3883504331624035,2.0510550617594,0.22788122546037765,0.0,0.0,0.03381001353449344,0.03215925939338928,-0.007507392768472422,-0.005731477627302885,0.0,1.0963432390551402,0.04113101409721357,0.2502740282011617,-0.007036426419934395,0.0,0.9865629389036086,1.0,0.9669225037132397,4.963589009442253e-05,0.9559716713543525,0.7376908789948801,1.0,0.021746169948612483,0.9922402323079313,0.01238513525781948,0.0,0.0,0.9916764158845541,0.0333,0.2433,0.7233,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,4.6842887471066765,0.0,0.0,0.0,SANEAMIENTO,GOBIERNO LOCAL,Consultoría de Obra,Adjudicación Simplificada,AREQUIPA,36174.08,1.0,51.93244969262241,64.30811187349822,0.895141420982384,0.0,0.8114082593505454,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.22864856620620086,0.0,0.023322107666173264,0.036724661177848485,1.0,0.0,0.9499882553148844,28.04293000478855,0.5804543890842693,0.049813390128333745,0.018927641486169433,0.0045224917761280455,0.0,-0.007708714289805875,-0.03295321196186677,0.0006983978261785134,1.0,0.0,0.3710868720963846,0.005724667205767133,0.029350475354937674,1.0,0.9989178653498777,0.9768824089455013,0.0,0.3144571777529105,0.0,0.03710597149081308,0.05623009458979539,0.9588556172663514,0.0,0.023562929594726688,0.03293717872964534,0.010594711985019826,0.1167,0.5133,0.37,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,0.0,0.02144331582625835,0.9710283185977148,0.027450578751640156,TRABAJO,GOBIERNO LOCAL,Obra,Convenio,MULTIDEPARTAMENTAL,29838951.984922655,1.0,111.3081270827791,201.21383509906366,1.0639856881368368,0.9846209938415272,0.5070555429890226,0.0,0.02187469020344582,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.1055513454438635,0.12080259987621768,364832.683725759,0.009467949381376042,1.0,1.0,0.985845488257263,0.9010511245962499,0.0,1.8785950056057856,0.0,0.025711787263963722,0.014874465700215105,0.006614060047444779,-0.024781433607415627,0.004612414256674815,0.0,1.1959515451630782,0.008614226793762315,0.005977259305384258,-5.339241829738458e-05,0.01968079871142436,1.0,0.945727277046792,1.0,0.01527127304670641,0.14454035245845617,0.07149201247912865,0.0985354292051186,1.0,0.9038441675593035,0.0,0.014274774946122653,0.032917474915692364,0.9002832904466477,0.2133,0.5567,0.23,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.0,0.0,0.013568797733143243,AGROPECUARIA,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada,ANCASH,2803255.010273999,1.0,61.35629749447968,61.27260212503538,0.9163688551147748,0.0551042417471,0.9422112766625433,0.9624277188047288,1.0,1.0,0.05818211452351054,1.0,1.0,0.0,1.0,0.06644313514140879,1.1719080414158627,0.3269822781219785,3485427.9396043518,0.005464375880217501,0.0,1.0,0.0480607471815322,1.030154798583169,6.555616174158878,0.044574538095012564,0.0,0.0,0.0,0.052094255713744056,0.0008495262124413153,-0.003921336946803788,0.0,1.1021560917943194,0.0,0.09575493813782884,0.01145604083964007,0.04447396815598968,1.0,0.9755317850921161,0.9636600894929702,0.0,0.2920599523350405,0.34123270972393327,0.0,0.017704578611253366,0.9210865610834366,0.0,0.01349683096407894,0.0,0.0,0.0267,0.2167,0.7567,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,55.21776792995939,0.0,0.9698195582739974,0.0,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Procedimiento Especial de Contratación,MULTIDEPARTAMENTAL,32265095.183611743,1.0,228.1796199055711,316.4467491639508,0.20686024461878508,0.015949942721915435,0.20547240644159803,1.0,0.9224362599741707,1.0,0.021441743776214665,1.0,1.0,0.0,1.0,0.0,1.9551276467555672,0.009661468416985453,2709578.285558974,0.14480360418677798,0.0,1.0,0.0,1.0971169808339158,43.28418785776628,1.424816610513685,0.0,0.03442304282283456,0.027781919128852178,0.0,-0.019319835147979234,-0.0018571441930990732,0.00056055513622627,1.0,0.0,0.0,-0.005032095680926375,0.0,1.0,1.0,0.9904039666185449,0.022931994239176617,0.33105392447422755,0.0,0.0,1.0,1.0,0.024337068560140448,0.0,0.0369811943074276,1.0,0.2833,0.43,0.2867,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,6.433949398847322,0.006790686046364719,0.031022171672168693,0.0,ENERGIA Y RECURSOS MINERALES,GOBIERNO NACIONAL,Consultoría de Obra,Convenio,MULTIDEPARTAMENTAL,345079.03640354326,1.0,222.46395227487767,212.59512393738072,0.9968140564017398,1.0,0.8999971031036867,1.0,1.0,1.0,0.9857690073592283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9936858507656144,0.959020372696803,0.0,0.0767134325829138,0.6022103110859814,0.40449292232882317,0.9435167357834002,0.65543695094942,-0.2116164333258555,-0.343079398105214,0.11527876341314151,7.9704298991540306,0.9801922664830499,7.038445418609535,-0.2070283522088557,0.6836807403510959,0.04689942263114322,0.0,0.0,0.0,0.1564865634076729,0.1302080276038656,0.005096345542578074,0.03473238055054899,1.0,0.0,0.0,0.8373808606586046,1.0,0.59,0.17,0.24,0,Bajo Riesgo,sintetico_bootstrap_v1,
SUPERVISIÓN,2.050964534852086,0.0,0.0,0.0,TRABAJO,GOBIERNO REGIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,183.65452420262184,224.16918847661103,0.9967501985778051,0.0,0.47342847791316744,1.0,1.0,0.8872064287596139,0.0,1.0,1.0,0.0,1.0,0.018142010860366316,3.0364330582394836,0.08310954370702904,0.0,0.0,0.04070992590961156,1.0,0.0,1.0108176519903054,50.716163777475586,1.6506459560125477,0.0,0.0,0.0,0.0,-0.01692363490546642,-0.009390714221562865,0.005873725769263481,1.0,0.022972536959482023,0.051737684214747205,-0.0027580514761900076,0.010527770734803849,0.9776647651770389,0.9686583589596218,1.0,0.0,0.0405675004527342,0.03050688863454554,0.023706837135965268,1.0,0.9321403531847104,0.020481689744288028,0.010307934150152584,0.0,0.9935298934369988,0.0233,0.2233,0.7533,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,3.369630493490651,0.0005738863602441183,0.9521173718067233,0.0,TRANSPORTE,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada,MULTIDEPARTAMENTAL,36174.08,1.0,164.5361159897478,347.28437293299436,0.9369601338619853,0.022960374566314178,0.2111764050675951,1.0,0.973342183394517,1.0,0.037289056183702166,1.0,1.0,0.0,1.0,0.014885652126564602,3.1528620233587286,0.06067856914153666,0.0,0.0,1.0,1.0,0.9725044990799502,0.9743743922996505,18.883724663066985,2.2398424871286613,0.0,0.01004594796659691,0.0008773742444624593,0.007824819661998748,-0.013987745784525168,0.009724301414086431,0.0029062259518648015,1.0,0.01052938988634323,0.0,-0.021365428522748007,0.014962546283348786,1.0,0.9864372865339007,1.0,0.0,0.0,0.19747288350543912,0.0,0.015755413817416148,0.9715504949057697,0.007800314230375233,0.0,1.0,0.03564545333589315,0.0633,0.31,0.6267,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,35.050103785655224,0.0,0.9862012374996287,0.0,AGRARIA,GOBIERNO REGIONAL,Consultoría de Obra,Contratación Directa,MULTIDEPARTAMENTAL,35942953.92475447,1.0,98.94303594025587,120.75335589523533,1.0046863486274744,0.0,1.240306976882692,0.0,0.10640610781685111,0.0,0.004198624997419628,1.0,1.0,0.9532782673223753,1.0,1.0,1.0,1.0,0.0,0.024943112051307944,0.9669400311661469,1.0,1.0,0.9748756129579826,17.786382299467697,0.0,0.26257427288334345,0.2519423472091108,0.26875508375470447,0.22709019248125142,-0.002246722339283901,-0.05016235388771051,0.015934209028097297,3.9822472065414263,0.986441012491619,3.965551888995975,-0.002717230062659947,0.9302344071995922,0.07713718173782198,0.004518043155640185,0.0903509102411315,0.00141135218783209,3.930983221183832,3.8946509714706896,0.9499009589508851,0.01572872042119449,1.0,0.0028929308730736175,0.0,1.0,0.0,0.11,0.6333,0.2567,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,14.185561755700284,0.0,0.011206860063540405,0.03013523524014619,ENERGIA Y RECURSOS MINERALES,GOBIERNO NACIONAL,Consultoría de Obra,Convenio,MULTIDEPARTAMENTAL,44028766.421147525,1.0,3.4433009216530706,1.0,1.33428491570209,0.9605155869137022,0.3625520213145769,0.9917200537107834,1.0,0.9916626274891068,0.0,1.0,1.0,0.0,1.0,0.03940647878112698,2.0796746338883696,0.2591107709630361,8948036.63524565,0.0,0.9925985414960271,1.0,0.9944514636994604,1.0254324451339027,18.883332234298184,0.9590342304691715,0.621414783725456,0.568485775643207,0.6644058593654039,0.5426179055505804,-0.059715092919448876,-0.052900168720657045,0.0,1.0,0.9848087100662739,1.214151864558883,-0.08027041398638954,0.8689673052505867,0.026877997626147718,0.07388361978509024,0.0,0.0,0.0,0.18779934851119465,0.02365236152450009,0.011753569772822478,1.0,0.005327897040760768,0.006246633181270872,1.0,0.9778697161778648,0.74,0.0967,0.1633,0,Bajo Riesgo,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.010639333345037838,0.016120341004528384,0.004842989876838999,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,116.64085539139354,122.01188721048032,0.9100714718353008,0.0,1.0812266611238708,0.9737719333382003,0.9112579015536818,0.9541307479159179,0.00418316539189964,1.0,1.0,0.0,1.0,0.0,1.0,0.08127124358078575,4202099.424511904,0.2612475208484497,0.0,1.0,0.05149194253490972,1.1031092987988838,9.59981835604584,0.690298793480767,0.0,0.0,0.07041926202172341,0.01709493382367346,-0.02185666241255524,-0.011389518942395654,0.0,1.0986000466648498,0.0,0.0,-0.0018493821580428647,0.018578633075809352,1.0,1.0,0.9647210488175396,0.0022375780396162955,0.33884622111227863,0.2386796149789312,0.0,0.042461435469220134,0.0,0.0,0.0,0.9877730469444724,0.01380599691012761,0.0567,0.4967,0.4467,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,17.327145450962078,0.0,1.0,0.007357558321693416,AGRARIA,GOBIERNO REGIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,168.63286608780362,184.9607623961171,0.9824974823896793,0.04924642412016641,0.6527993838936417,1.0,1.0,0.9700518664662467,0.01229013296617267,1.0,1.0,0.0,1.0,0.0036454580562297486,2.001993027275422,0.13302935731858007,0.0,0.05963933055074019,0.0,1.0,0.0,1.0832279622789476,0.0,0.34997117900473174,0.004338580275649756,0.02491022356196016,0.0,0.00024113204596797107,-0.006479827038470357,-0.023601196806572498,0.003571776825939581,1.2921527903302243,0.06604350181237309,0.0,-0.0016682891531103322,0.030077984811754693,0.9965552886743451,0.9541910596518182,0.9979448087915561,0.0,2.049835734887654,1.245920978636304,0.9573060504771033,0.9788000674712518,1.0,0.023308809139990644,0.0,0.0,0.9969233462382363,0.02,0.33,0.65,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,0.0,0.0,0.9668096218837819,0.0,AGRARIA,GOBIERNO NACIONAL,Obra,Contratación Directa,MULTIDEPARTAMENTAL,43164235.57800323,1.0,1.0,1.0,0.9976666953819947,0.047820383165571766,1.0722318108432412,0.0,0.0,0.011510155321666648,0.0,1.0,1.0,1.0,1.0,0.9877766043413709,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0543508639973713,0.0,0.0,0.0,0.0,0.015136717046309952,0.0,0.0030375595261810063,0.017217810209714413,0.002117544480851229,1.0105014691864642,0.0,0.2781117093870924,-9.705185930684888e-05,0.0,0.9804155742869747,1.0,1.0,0.0,1.052511553282047,1.2429925457905706,0.9311923416123978,1.0,0.09772790786706267,0.0,0.019305788571444143,0.04216945479765143,1.0,0.2333,0.6667,0.1,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.009208317965737923,0.0,0.011192062922499434,ORDEN PÚBLICO Y SEGURIDAD,GOBIERNO NACIONAL,Obra,Convenio,MULTIDEPARTAMENTAL,585179470.8929634,1.0,15.744823311067808,4.814062440686788,1.016740662219049,0.0,0.7794679740563814,0.0,0.047147749391005946,0.0,0.0437939861315584,1.0,1.0,1.0,1.0,1.0,1.0010149131867092,1.0,6895028.944703092,0.0,1.0,1.0,1.0,0.991140001433493,0.0,0.08110826625581567,0.0,0.0,0.0,0.0,-0.007181304071444,0.01866163503856893,0.0,1.1969218023444104,0.01735033867786979,0.3232297999402804,0.0005486164869215709,0.02098727114352303,1.0,0.9993205832130605,0.996216506691624,0.0,0.0,0.03249204106166335,0.10455209249527168,0.11280960204426374,0.018095540187127383,0.014704890220091978,0.003143341663940976,0.05571868690524252,0.0,0.9267,0.02,0.0533,0,Bajo Riesgo,sintetico_bootstrap_v1,
ESTUDIO DEFINITIVO,1.089724825794186,0.0,0.02114369477818871,0.0,TRABAJO,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,49797135.735886425,1.0,140.7039950671123,145.4070887065712,0.9134061436788168,0.0,0.8487847102341838,1.0,1.0,0.9963477308934,0.04581877004840616,1.0,1.0,0.0,1.0,0.087434799451052,1.0,0.08386205584535178,0.0,0.0024700899299128997,1.0,1.0,1.0,1.1465666365939478,17.30858642570953,1.090693032424468,0.0,0.035989696581602774,0.03320856798298263,0.004851258730919166,-0.003979193291989469,-0.007574103858037183,0.0,1.0323191852092577,0.001550856705576801,0.0,0.00043447497747366723,0.0413302850854073,0.9248082878359138,0.9308906304366702,1.0,0.015568167633527658,0.34039661627997214,0.0995773342796388,0.035234843880958794,0.01762548101360048,0.0,0.0,0.0,0.0357989372455623,0.0,0.05,0.11,0.84,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,14.44848332109387,0.0,0.0,0.0,SANEAMIENTO,GOBIERNO LOCAL,Consultoría de Obra,Adjudicación Simplificada,AREQUIPA,36174.08,1.0,68.58356684445421,64.89497477828668,0.9049228858119633,0.0,1.20995536992016,1.0,0.9758018932352044,1.0,0.019351794521907526,1.0,1.0,0.0,1.0,0.0,1.0569782591854906,0.27412544412613127,5207767.995722493,0.05714280661406267,0.09342614938540118,1.0,0.0,1.0581915161856048,8.83432919601713,0.6283376421110001,0.0,0.0,0.0,0.0,0.002830268116500171,-0.007711793589682905,0.0,1.0,0.0,0.04187020477413213,0.00421019653234754,0.0,1.0,0.9572953372218724,1.0,0.0,0.0,0.0,0.023688412342689827,0.0,1.0,0.0,0.010226308668288246,0.0,0.032245099899010615,0.09,0.4767,0.4333,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.008999896146611196,0.9751600036604086,0.00946783490292846,TRABAJO,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,33707425.646691695,1.0,66.96281388028449,123.0810732061238,0.47227034300480053,0.0019661049226931205,0.17320910939155132,1.0,1.0,0.9658737813021809,0.05001668296212156,1.0,1.0,0.0,1.0,0.0,3.166596020849201,0.003484320557491289,10525756.123663086,0.0466723008023552,0.0,1.0,0.0,0.992684185988863,100.97444696732714,1.2102237246929932,0.009951279611756984,0.0,0.10121429085302354,0.005310594345768574,0.000518379392136305,-0.0035222679842063366,9.907251799566413e-05,1.4176070131732037,0.0,0.0,-0.001260845073470227,0.0,1.0,0.9575387914226526,0.9319844567279536,0.002853189034905243,0.0,0.0,0.0,0.985752663878009,0.9372106060058133,0.028794398299421434,0.0,1.0,0.0,0.1733,0.2267,0.6,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,3.892254734461941,0.015118770852316712,0.923127951118358,0.0,TRABAJO,GOBIERNO REGIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,36.7574175189047,83.60600086914008,0.9071925311645934,0.004082162085509682,0.6565433695936388,1.0,1.0,0.9437346974231776,0.0003091396577120755,1.0,1.0,0.027299920349049732,1.0,0.02369765804670723,1.963562325774683,0.06954209797543118,7418069.249807491,0.004254891569614565,1.0,1.0,1.0,1.006528668725866,42.49050767625796,1.8386848364381514,0.36632061367827284,0.38321070624857534,0.30623343220934784,0.40127180216943353,-0.010077648584318609,-0.021373278572037836,0.009827319450600962,6.495968794281576,0.9727340303008305,7.283244546660836,0.03176024112499893,0.9586952058840329,0.02313397515933109,0.0,0.006968141695721643,1.0,0.37004942969302507,0.043558413805879034,0.02921914924228961,1.0,1.0,0.9912390504582526,0.01829685702765698,0.0038395936052427132,0.0,0.06,0.2033,0.7367,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.0,0.0,0.024746886436780906,TRANSPORTE,GOBIERNO NACIONAL,Obra,Regímen Especial,MULTIDEPARTAMENTAL,36174.08,1.0,40.273052513187665,60.636745275628215,0.9987499788846118,0.019894092074283345,0.4309625482649218,0.0,0.0,0.0,0.025116454529947384,1.0,1.0,0.03702459908987315,1.0,0.04456848288490885,1.8126347719922395,0.2468663556589827,1100407.3346579922,0.012040929523996461,0.9514783089075772,1.0,0.9845278651279131,0.8975920881467502,20.699617671335332,0.9704127917325082,0.03267679393169433,0.011218976185625425,0.06910756311573088,0.015572446639247157,0.00025861773789147253,-0.008899186899860426,0.004111085281327552,1.0021446456597034,0.02684781220120173,0.0,-0.00397039164129884,0.0,0.9135321663587475,1.0,0.9537300247046525,0.0,0.2505629389305628,0.0,0.0,0.0,1.0,0.006704800401496618,0.011016187275969957,0.010472271743589135,1.0,0.51,0.29,0.2,0,Bajo Riesgo,sintetico_bootstrap_v1,
ESTUDIO DEFINITIVO,0.0,0.9736036710741109,0.0,0.0028262282064926278,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,59315679.3775555,1.0,99.09208131149927,105.30257381942465,0.8942495413989898,0.022946685592732895,1.0226930485887213,0.9256165500275623,0.9938466846047893,0.9863072064423783,0.03654534024601254,1.0,1.0,0.01469372836089931,1.0,0.08148516388655254,1.0,0.1079008026935479,7630850.644046881,0.0,0.9829982359902086,1.0,1.0,1.0014056695152347,13.66318929062631,0.9833696057328033,0.0,0.018996138753535254,0.03189881211972113,0.0,-0.0033320511849557577,0.006318834551064806,0.003440412451473369,1.0,0.0,0.0,-0.014177395389093019,0.0,0.944644345725219,0.8903198012606852,0.9814371394738525,0.008100506875295356,0.7598457492278986,1.1639456240481862,1.0,0.0,0.0,0.0,0.0,0.07901133102214998,0.9524580295578465,0.07,0.1533,0.7767,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,17.093865402568134,0.009503557883462842,0.0,0.019848984268501853,SALUD,GOBIERNO NACIONAL,Obra,Adjudicación Simplificada,APURIMAC,62919989.37752325,1.0,103.1330272093529,96.39451532903958,1.048972088057321,0.0,0.7776046664326366,1.0,1.0,0.9759109365852933,1.0,1.0,1.0,1.0,1.0,1.0,1.0280446553704985,1.0,0.0,0.006485842565095105,0.9417382301637006,1.0,1.0,1.0863120330545266,0.0,0.024041070706207066,0.006905077453121539,0.0,0.0,0.006404442406221814,0.019992904662588795,0.029117370805991655,0.000134863781389118,1.3291004866431284,0.013481768605214021,0.3226616469794118,-0.016350534004097816,0.0,0.9952957852000939,1.0,0.9877325980950028,0.012634791332287216,0.0,0.14673726385531913,0.010290212828186481,0.9322747615300211,0.9723941538754495,0.0,0.0,0.07393632642856808,0.06998011991141012,0.07,0.67,0.26,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.0,0.0,0.0,OTROS,GOBIERNO LOCAL,Consultoría de Obra,Adjudicación Simplificada,MULTIDEPARTAMENTAL,36174.08,1.0,61.02512822999422,64.68173480840778,0.8712893619107824,0.014009983047485963,0.9024059158919253,0.9687636373072879,0.9852581436080635,0.9519072358142732,0.03332698484763386,1.0,1.0,0.07200099722988952,1.0,0.058117914499255505,1.018917089907512,0.07169028920719925,15163077.685824677,0.0,0.0,1.0,0.0,1.1434312063454404,11.811041969539705,0.7015619227689962,0.07093106930387662,0.00682307095112207,0.07464284923690691,0.0,-0.0011953496122226522,-0.004980108817705815,0.0,1.0449362101004636,0.0,0.0,0.0076331570119791275,0.0,1.0,1.0,1.0,0.014970961447801504,0.0,0.0,0.0,0.9897726558983928,1.0,0.008769467685897897,0.9816242919188156,1.0,0.9091250636670429,0.1433,0.5733,0.2833,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,5.34793022779756,0.004156965387852548,0.9480447228701839,0.0,TRANSPORTE,GOBIERNO LOCAL,Obra,Licitación Pública,AREQUIPA,198802014.15315285,1.0,16.062791248436046,1.0955593491572184,0.9178808865592286,0.0,0.8595606143343326,0.9889235831987864,0.9864667439929494,1.0,0.02296468589418315,1.0,1.0,0.0,1.0,0.06912206900115604,1.0,0.5224893846353337,1469104.839885908,0.003740845375118784,0.9425709246371281,1.0,1.0,0.9937456954945536,26.186181780853893,0.5916953803783009,0.0,0.0,0.0,0.003181531056368321,0.0015651453439492781,0.014364334529503545,0.0,1.5317141924862918,0.0,0.0,-0.018456627708525155,0.0,1.0,0.9812267489322389,1.0,0.0,0.0,0.39820262879522844,0.0,1.0,0.9213212551812271,0.0020690239191722207,0.056031759628367164,0.9563717490815298,0.0,0.1167,0.18,0.7033,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
